key,singer
4417,The Strokes
4418,Get Scared
4419,Childish Gambino
4420,The Story So Far
4421,Blue Stahli
4422,Trace Adkins
4423,Lupe Fiasco
4424,Trey Songz
4425,Ramin Djawadi
4426,Hot Chelle Rae
4427,Ledisi
4428,Sublime With Rome
4429,Alexis y Fido
4430,3OH!3
4431,ScHoolboy Q
4432,Benny
4433,Michel Teló
4434,The Script
4435,Kendrick Lamar
4436,Colin Munroe
4437,CHEMISTRY
4438,Jadakiss
4439,The Cab
4440,Mother Mother
4441,Juan Magán
4442,Jason Segel
4443,Walter
4444,Ricky Martin
4445,Natalia Jiménez
4446,Ben Howard
4447,Alexandre Desplat
4448,La Original Banda El Limón de Salvador Lizárraga
4449,Marco Antonio Solís
4450,Blind Pilot
4451,Skrillex
4452,Blackmill
4453,Jaheim
4454,Ace Hood
4455,Chris Brown
4456,Bruno Mars
4457,Jamie Grace
4458,C418
4459,Jason Derulo
4460,Kaskade
4461,Mindy Gledhill
4462,The Cave Singers
4463,Brown Bird
4464,Angelo Grey Band
4465,Ed Sheeran
4466,Above & Beyond
4467,Richard Bedford
4468,Darlene Love
4469,Spawnbreezie
4470,Bon Iver
4471,Portugal. The Man
4472,Conjunto Atardecer
4473,Montez de Durango
4474,Mindless Behavior
4475,Diggy Simmons
4476,Dan Zanes
4477,Friends
4478,Andrew Bird
4479,A Day To Remember
4480,The Head and the Heart
4481,M83
4482,Noah And The Whale
4483,Bad Meets Evil
4484,Fionn Regan
4485,Sade
4486,Aaron Shust
4487,Justin Moore
4488,FUNKIST
4489,Lana Del Rey
4490,Lindsey Stirling
4491,The Avett Brothers
4492,Gerard Way
4493,The Weeknd
4494,Mac DeMarco
4495,ODESZA
4496,Rick Ross
4497,Miracle Musical
4498,Balmorhea
4499,Knife Party
4500,Cigarettes After Sex
4501,Mumford & Sons
4502,Jonn Hart
4503,French Montana
4504,The Young Professionals
4505,Vicentico
4506,Marcela Gandara
4507,Banda MS de Sergio Lizárraga
4508,John Maus
4509,Nature Sounds
4510,Title Fight
4511,Hardwell
4512,Dirty Heads
4513,Death Grips
4514,Big Sean
4515,Passion Pit
4516,Alabama Shakes
4517,Melanie Martinez
4518,Bella Thorne
4519,Larry Hernández
4520,The Veer Union
4521,WALK THE MOON
4522,Sabaton
4523,Muse
4524,Machine Gun Kelly
4525,Dubo
4526,DJ Xplosive
4527,Palomo
4528,Oscar Iván Trevíno
4529,Kyary Pamyu Pamyu
4530,Rascal Flatts
4531,Allen Stone
4532,Daniel Tiger’s Neighborhood
4533,Miami Nights 1984
4534,Tim Hughes
4535,Sammy Adams
4536,The Fuzz
4537,The Neighbourhood
4538,Khatia Buniatishvili
4539,Fred Eaglesmith
4540,Evans Blue
4541,Pegboard Nerds
4542,alt-J
4543,Future
4544,Anuhea
4545,Luke Benward
4546,Chance the Rapper
4547,Ab-Soul
4548,Danny Brown
4549,Jhené Aiko
4550,Lake Street Dive
4551,Fito Olivares y Su Grupo
4552,Anthony Hamilton
4553,Elayna Boynton
4554,Gerardo Ortiz
4555,Kevin Ortiz
4556,Two Door Cinema Club
4557,Silence Wang
4558,By2
4559,Carla Morrison
4560,El Komander
4561,Rebelution
4562,Milli Vanilli
4563,Nipsey Hussle
4564,James Fauntleroy
4565,Juicy J
4566,Jeremy Soule
4567,Citizen
4568,Luke Howard
4569,Trae Tha Truth
4570,Jon Bellion
4571,Banda Los Recoditos
4572,Hiatus Kaiyote
4573,Pop Evil
4574,BANKS
4575,Snakehips
4576,We The Kings
4577,Ariana Grande
4578,Mac Miller
4579,Kodaline
4580,Los Primos MX
4581,Phosphorescent
4582,AJR
4583,North Mississippi Allstars
4584,Speaker Knockerz
4585,Madison Beer
4586,Sam Riggs
4587,Attila
4588,Jeannie C. Riley
4589,HAIM
4590,Ken Ashcorp
4591,"Tyler, The Creator"
4592,Coco Owino
4593,Daughtry
4594,Falling In Reverse
4595,London Grammar
4596,King Tuff
4597,Run The Jewels
4598,Major Lazer
4599,Tyga
4600,Mystic
4601,Sun Rai
4602,Sam Smith
4603,KYLE
4604,Johnnyswim
4605,Omar Ruiz
4606,Sound Dreamer
4607,Fiji
4608,J Boogs
4609,Janelle Monáe
4610,Brick + Mortar
4611,CRUCIFIX
4612,Sean Paul
4613,Chris Travis
4614,Kristin Chenoweth
4615,Juan Luis Guerra 4.40
4616,Treyarch
4617,Arcangel
4618,Cate le Bon
4619,Kevin Gates
4620,Local Natives
4621,Austin Moon
4622,Sticky Fingers
4623,Brad Breeck
4624,Chris Stapleton
4625,Ghost
4626,Ben Rector
4627,The 1975
4628,PARTYNEXTDOOR
4629,Volcano Choir
4630,Andrew Belle
4631,Paul Williams
4632,Penny and Sparrow
4633,Stephanie Briggs
4634,Lecrae
4635,Sean Dagher
4636,Nils Brown
4637,Michiel Schrey
4638,Hippie Sabotage
4639,Bleachers
4640,together PANGEA
4641,Showtek
4642,VASSY
4643,Los Nuevos Rebeldes
4644,Sunbeam Sound Machine
4645,Party Favor
4646,Nick Hakim
4647,Zedd
4648,Matthew Koma
4649,Miriam Bryant
4650,3LAU
4651,Bright Lights
4652,Jon Pardi
4653,Chronixx
4654,Good Morning
4655,Caos
4656,Drowning Pool
4657,5 Seconds of Summer
4658,August Alsina
4659,Iggy Azalea
4660,Real Estate
4661,The New Basement Tapes
4662,The Midnight
4663,Barrett Wilbert Weed
4664,Foster The People
4665,Big & Rich
4666,OB OBrien
4667,Preme
4668,Colony House
4669,Flight Facilities
4670,Christine Hoberg
4671,Phantogram
4672,John Legend
4673,Jason Agel
4674,Tiësto
4675,Gangsta Boo
4676,Issues
4677,Eden Project
4678,Perfume Genius
4679,Sik World
4680,Otto Totland
4681,Romeo Santos
4682,Khruangbin
4683,Fink
4684,Jeff Williams
4685,Casey Lee Williams
4686,Wisin
4687,AURORA
4688,Mandingo
4689,2 Chainz
4690,Inner Wave
4691,Max Richter
4692,Pigeons Playing Ping Pong
4693,Imagine Dragons
4694,Kalin and Myles
4695,Jaymes Young
4696,Cartel De Santa
4697,Big Man
4698,Jessie J
4699,Alvvays
4700,Grouplove
4701,Nick Mulvey
4702,Cher Lloyd
4703,The Shivas
4704,James Bay
4705,Night Lovell
4706,Cyprien Katsaris
4707,Rich Homie Quan
4708,Problem
4709,Elle McLemore
4710,Troye Sivan
4711,State Champs
4712,We Came As Romans
4713,Old Dominion
4714,Years & Years
4715,Gryffin
4716,Charles Gounod
4717,Oh Wonder
4718,Sofi Tukker
4719,Dreamgirl
4720,Janji
4721,Johnning
4722,Rihanna
4723,Broadside
4724,The Revivalists
4725,Mura Masa
4726,Nao
4727,for KING & COUNTRY
4728,Daniil Trifonov
4729,Yannick Nézet-Séguin
4730,Shane Smith & the Saints
4731,Lil Dicky
4732,T-Pain
4733,Halsey
4734,Moses Gunn Collective
4735,Koe Wetzel
4736,Joey Bada$$
4737,Travis Scott
4738,Jeremy Camp
4739,Eric Bellinger
4740,Fetty Wap
4741,Rainbow Kitten Surprise
4742,Selena Gomez
4743,A$AP Rocky
4744,Miel San Marcos
4745,Young Thug
4746,Tory Lanez
4747,Nyce
4748,Tom Misch
4749,Zak Abel
4750,Neck Deep
4751,Vallis Alps
4752,Wale
4753,Lizz Robinett
4754,Grimes
4755,Us The Duo
4756,Mon Laferte
4757,BØRNS
4758,Parker McCollum
4759,Dove Cameron
4760,MandoPony
4761,Marian Hill
4762,Sleeping At Last
4763,Los Huracanes del Norte
4764,Alessia Cara
4765,Cavetown
4766,Jeremih
4767,Nathaniel Rateliff & The Night Sweats
4768,Family and Friends
4769,Natalia Lafourcade
4770,Toro y Moi
4771,Yellow Claw
4772,Mustard
4773,Ty Dolla $ign
4774,Stevie Stone
4775,Allday
4776,Brooks Jefferson
4777,Natural White Noise Relaxation
4778,Demi Lovato
4779,Surf Curse
4780,Daniela Andrade
4781,Sofia Carson
4782,Cameron Boyce
4783,Booboo Stewart
4784,Mitchell Hope
4785,Sarah Jeffrey
4786,Jeff Lewis
4787,Galimatias
4788,Alina Baraz
4789,Black Violin
4790,Jorge Santacruz Y Su Grupo Quinto Elemento
4791,Mild High Club
4792,Josh Ritter
4793,Elle King
4794,The Barden Bellas
4795,BRADIO
4796,"nothing,nowhere."
4797,Casey Donahew
4798,Cody Johnson
4799,Saint Motel
4800,THE DU
4801,Bad Suns
4802,Masego
4803,Medasin
4804,VÉRITÉ
4805,Ski Mask The Slump God
4806,Mark Diamond
4807,Pusha T
4808,Lil Yachty
4809,Novo Amor
4810,Ed Tullett
4811,Sinead Harnett
4812,GRADES
4813,Harris Cole
4814,Jay Park
4815,Hoody
4816,Loco
4817,Chuck Wicks
4818,Jon Z
4819,Noriel
4820,Darkiel
4821,Lyan
4822,Messiah
4823,Baby Rasta
4824,Sunset Rollercoaster
4825,Otto Wahl
4826,Jacob Tillberg
4827,Thomas Rhett
4828,Russ
4829,Karin Borg
4830,Dan + Shay
4831,Karen Aoki
4832,ハセガワダイスケ
4833,Justin Hurwitz
4834,ZAYN
4835,Brent Faiyaz
4836,Kane Brown
4837,MadeinTYO
4838,Sjowgren
4839,Kygo
4840,Julia Michaels
4841,Crumb
4842,Drake White
4843,LUCHS
4844,BANNERS
4845,Bazzi
4846,JoJo
4847,Micah Tyler
4848,DRAMA
4849,Machine Head
4850,Anderson .Paak
4851,Mom Jeans.
4852,BJ The Chicago Kid
4853,Raury
4854,Deorro
4855,Elvis Crespo
4856,Flo Rida
4857,99 Percent
4858,Deep Sleep Music Collective
4859,Tyler Childers
4860,Vancouver Sleep Clinic
4861,DJ Khaled
4862,Grace VanderWaal
4863,I Prevail
4864,Dermot Kennedy
4865,Lizzo
4866,Big Gigantic
4867,Logic
4868,ROZES
4869,Jordan Rakei
4870,batta
4871,Hundred Waters
4872,Moses Sumney
4873,Robin Hannibal
4874,Billie Marten
4875,The Throne
4876,James Blake
4877,Kid Quill
4878,Devvon Terrell
4879,Mark Battles
4880,BURNOUT SYNDROMES
4881,Los Cadetes De Linares
4882,Lupe Tijerina y Rosendo Cantu
4883,Nevada
4884,Mark Morrison
4885,Big Wild
4886,Tove Styrke
4887,Zay Hilfigerrr
4888,Zayion McCall
4889,YoungBoy Never Broke Again
4890,Sky Fall SF
4891,chief.
4892,amazarashi
4893,Granger Smith
4894,Earl Dibbles Jr.
4895,Camila Cabello
4896,Quavo
4897,Sampling XL
4898,Samsa
4899,Neneh Yacobi
4900,Estelle
4901,In Love With a Ghost
4902,Nori
4903,XXXTENTACION
4904,Tay-K
4905,A$AP Mob
4906,Playboi Carti
4907,Tee Grizzley
4908,Austyn Johnson
4909,Cameron Seely
4910,Hugh Jackman
4911,Sample Rain Library
4912,Declan McKenna
4913,Aminé
4914,Idealism
4915,Louis The Child
4916,Elohim
4917,Fozzy
4918,Mac Ayres
4919,Wrabel
4920,Fan Sounds
4921,Seth Ennis
4922,Lauren Jauregui
4923,gnash
4924,Arizona Zervas
4925,SZA
4926,Marc E. Bassy
4927,Kehlani
4928,Christian Nodal
4929,Khalid
4930,Lil Peep
4931,Dean Lewis
4932,Milky Chance
4933,Caroline Ailin
4934,NF
4935,Wicca Phase Springs Eternal
4936,Døves
4937,BROCKHAMPTON
4938,$uicideBoy$
4939,BONES
4940,Bad Bunny
4941,Bryant Myers
4942,Yung Bleu
4943,Rook1e
4944,Steve Lacy
4945,Lady A
4946,Barns Courtney
4947,GoldLink
4948,Shy Glizzy
4949,Dustin Lynch
4950,Ozuna
4951,De La Ghetto
4952,Almighty
4953,Red Velvet
4954,Joyner Lucas
4955,lilbootycall
4956,Charlie Francis
4957,Poo Bear
4958,TWICE
4959,Pro Sounds of Nature
4960,Lorde
4961,Diplo
4962,Shakewell
4963,Jelly Roll
4964,Ro Ransom
4965,Scarlxrd
4966,Popcaan
4967,Lil Boom
4968,904TEZZO
4969,Lil Happy Lil Sad
4970,Upchurch
4971,Lil Uzi Vert
4972,Russell Dickerson
4973,Hippo Campus
4974,khai dreams
4975,Bebe Rexha
4976,J Balvin
4977,6ix9ine
4978,Morgan Wallen
4979,Steve Aoki
4980,BTS
4981,Forrest.
4982,Biskwiq
4983,Lil Baby
4984,Gunna
4985,Lil Durk
4986,NAV
4987,Seven Lions
4988,SLANDER
4989,Dabin
4990,Dylan Matthew
4991,Megan Thee Stallion
4992,6LACK
4993,Yeek
4994,DaniLeigh
4995,Jakob Ogawa
4996,KAROL G
4997,Anuel AA
4998,Banda Los Sebastianes
4999,Shoreline Mafia
5000,Morgan Evans
5001,Kelsea Ballerini
5002,Wallows
5003,T3R Elemento
5004,Paris Shadows
5005,Trippie Redd
5006,Tinashe
5007,Goody Grace
5008,Mitchell Tenpenny
5009,Lil Skies
5010,Ryce
5011,Luke Combs
5012,JID
5013,Clean Bandit
5014,Zara Larsson
5015,Abhi The Nomad
5016,Harrison Sands
5017,Copper King
5018,Choker
5019,Metro Boomin
5020,Kodak Black
5021,21 Savage
5022,SHAUN
5023,Conor Maynard
5024,Sam Feldt
5025,Sure Sure
5026,Billie Eilish
5027,TroyBoi
5028,Phil Wickham
5029,JPEGMAFIA
5030,Juice WRLD
5031,AViVA
5032,物語シリーズ
5033,Will Smith
5034,Alex Rose
5035,Casper Magico
5036,Nengo Flow
5037,Juhn Allstar
5038,Miky Woodz
5039,Jhay Cortez
5040,Myke Towers
5041,NoMBe
5042,Lenin Ramírez
5043,Burna Boy
5044,Natanael Cano
5045,SahBabii
5046,The Chainsmokers
5047,Winona Oak
5048,TK Kravitz
5049,Jacquees
5050,Calibre 50
5051,Oliver Tree
5052,mysticphonk
5053,RL Grime
5054,Daya
5055,Fatboibari
5056,Blac Youngsta
5057,Smokepurpp
5058,Murda Beatz
5059,Offset
5060,I AM THEY
5061,Michael Ray
5062,No Rome
5063,Joji
5064,Plested
5065,Calum Scott
5066,Manu Pilas
5067,Panic! At The Disco
5068,Matt Stell
5069,Los Nuevos Ilegales
5070,Cosculluela
5071,Lund
5072,Lewis Capaldi
5073,Momento
5074,Sabrina Carpenter
5075,Rich Music LTD
5076,Sech
5077,Dalex
5078,Justin Quiles
5079,Lenny Tavárez
5080,Feid
5081,Bethel Music
5082,Jonathan David Helser
5083,Melissa Helser
5084,Leny Bhoelai
5085,KINGMOSTWANTED
5086,MCM Raymond
5087,Mau y Ricky
5088,Camilo
5089,Lunay
5090,iann dior
5091,Gemma Casimaty
5092,YBN Cordae
5093,The Band CAMINO
5094,Young Dolph
5095,Key Glock
5096,Doja Cat
5097,Lil Tracy
5098,The Lumineers
5099,Benjamin Martins
5100,Drax Project
5101,Hailee Steinfeld
5102,Lost Kings
5103,Loren Gray
5104,Aries
5105,Bhad Bhabie
5106,Denzel Curry
5107,NOTD
5108,PnB Rock
5109,Pink Sweat$
5110,Ambiworld
5111,Cheat Codes
5112,Daniel Blume
5113,Chelsea Cutler
5114,Yolta
5115,London On Da Track
5116,Havanna Chandri
5117,Omar Apollo
5118,Dominic Fike
5119,Kenny Beats
5120,Bastille
5121,Marshmello
5122,YUNGBLUD
5123,blackbear
5124,Airship Express
5125,Quality Control
5126,DaBaby
5127,Aaron May
5128,John Ocean
5129,Surfaces
5130,A$AP Ferg
5131,Salaam Remi
5132,J.I the Prince of N.Y
5133,Anson Seabra
5134,Lalo Ebratt
5135,Horacio Palencia
5136,Roddy Ricch
5137,Gesaffelstein
5138,The Tides
5139,Justin Stone
5140,SHY Martin
5141,Alexander 23
5142,Junior H
5143,Social House
5144,Dreamville
5145,Ari Lennox
5146,Omen
5147,Dreezy
5148,Avicii
5149,24kGoldn
5150,Fivio Foreign
5151,Ruel
5152,Kip Moore
5153,Justin Bieber
5154,Agust D
5155,Lauv
5156,Juanfran
5157,girl in red
5158,Tierra Whack
5159,Rich The Kid
5160,Ella Henderson
5161,Gracie Abrams
5162,Josh Richards
5163,Bryce Hall
5164,Westside Gunn
5165,Billie Essco
5166,Niall Horan
5167,Freddie Gibbs
5168,The Alchemist
5169,Sandro Cavazza
5170,Audrey Mika
5171,Delacey
5172,G-Eazy
5173,(G)I-DLE
5174,Mariah
5175,Anitta
5176,Sasha Sloan
5177,Morat
5178,deadman 死人
5179,Shibayan
5180,Tiny Little Adiantum
5181,Chelsea Collins
5182,A Boogie Wit da Hoodie
5183,Cali Y El Dandee
5184,Sebastian Yatra
5185,Galantis
5186,Hook N Sling
5187,Dotan
5188,645AR
5189,Sherhonda Gaulden
5190,Summer Walker
5191,The Kid LAROI
5192,Olivia Rodrigo
5193,Joshua Bassett
5194,Kelly Rowland
5195,Rod Wave
5196,Carly Pearce
5197,Marcus Mumford
5198,Scott Storch
5199,Eslabon Armado
5200,Joe Janiak
5201,MOD SUN
5202,KGodd
5203,Travis Barker
5204,Sleepy Hallow
5205,Sheff G
5206,Y2K
5207,Bankrol Hayden
5208,30 Roc
5209,Petit Biscuit
5210,Shallou
5211,Grupo Firme
5212,Greg Nice
5213,DJ Premier
5214,Benny The Butcher
5215,Lil Tecca
5216,Rvshvd
5217,Dua Lipa
5218,Tego Calderon
5219,Apollo Fresh
5220,Doe Boy
5221,Moneybagg Yo
5222,Lennon Stella
5223,Luis Carlos Molina Acevedo
5224,Paul Robeson
5225,Georgius
5226,John Polace
5227,Y. Rosnblatt
5228,Α.Κωστής
5229,Marty Murray
5230,Αργύρης Γιαμπουράνης
5231,Sofia Karivali
5232,Walter Straram Concerts Orchestra
5233,Λαϊκή Ορχήστρα Μιχάλη Φελουζή
5234,E. Moraiti
5235,Georgia Mittaki
5236,I. Karagiannis
5237,Al Bowlly
5238,Alberto Ruiz Lavadenz
5239,Lira Incaica
5240,Conjunto 31 de Octubre
5241,Los Indios
5242,Paradosiako G. MIhalopoulos
5243,Almirante
5244,Kumar Saroj Raikat
5245,Felipe V. Rivera
5246,Orquesta Tipica Boliviana
5247,Tara Bhattacharya
5248,Giannis Kouros
5249,Emery Cournard Serenaders
5250,Ntina Stauropoulou
5251,G. Siroto
5252,Gerald Clark and his Caribbean Serenaders
5253,Klarino- Nikos Karakostas
5254,Elvira De Dalgko
5255,Giorgos Nakos
5256,Andrea Wolper
5257,Fletcher Henderson & His Orchestra
5258,Korina Thessalonikia
5259,K Mullick
5260,Boogie Brothers
5261,Ermelinda Vitória
5262,Ruperto Chapí
5263,Oρχ. L.Joy
5264,N. Shilkret
5265,Μαρίκα Παπαγκίκα
5266,Blind Willie McTell
5267,Ipirotiko
5268,Τομ Βρουνάς τρίο
5269,The Executor
5270,Lord Beginner
5271,Brazos Valley Boys
5272,Nikos Gounaris
5273,Fred Adison
5274,Otto Nicolai
5275,Ernst Honigsberg
5276,Duo Guidaly
5277,Bébé Altman
5278,M. Honigsberg
5279,Mary Don
5280,K. L. Saigal
5281,Suzy Solidor
5282,Dorel Livianu
5283,Satyen Ghosal
5284,Sylvia de Grasse
5285,Μ.Βασιλειάδου
5286,"Weiss, George D."
5287,"Douglas, George"
5288,Γιάννης Καμβύσης
5289,Voula Gika
5290,Στέλιος Σουγιουλτζής
5291,Makbule Enver Hanım
5292,Gerd Villnow
5293,Teddy Wilson
5294,Athanasios
5295,Vroyvas
5296,Magia Melagia
5297,Trio Kitara
5298,Grigoris Toloysis
5299,Marika Papagkika
5300,Perdikopoylos
5301,Dimitris
5302,Giorgos Anestopoylos-klarino
5303,Skamoondongos
5304,L. Royvas
5305,Apostolos Xatzixristos
5306,Vaios Malliaras
5307,St. Keromítis
5308,I.Georgakopoulou
5309,Mihalis Kallergis
5310,Apostolos Hatzihristos
5311,Serafeim Gerotheodoroy
5312,Marshall Bartholomew
5313,Santosh Sengupta
5314,Nikos Karakostas-Klarino
5315,The Duke Of Iron
5316,Soula Kalfopoulou
5317,Rabindranath Tagore
5318,Sitara
5319,Xaralampos Margelis
5320,Giorgos
5321,Anestopoylos
5322,Leela Chitnis
5323,Orchester Der Staatsoper Berlin
5324,Al Philip Jere Syncopators
5325,P. Susheela
5326,V. Ramakrishna
5327,Frag. Dimitrioy
5328,Ramchandra Pal
5329,Freemulitas Groove
5330,Kostas Roykoynas
5331,Salonikios-Violi
5332,Local Oafs
5333,Eric Leinsdorf
5334,Hugo Wolf
5335,Georg Hann
5336,Michael Raucheisen
5337,K. C. Varma
5338,S. Newrekar
5339,Himangshu Dutta
5340,Eduardo Adrian
5341,Dmitri Shostakovich
5342,Susana del Carril
5343,Liana Avogadro
5344,Pran
5345,Pushpa
5346,Artur Schnabel
5347,Sreeradha Banerjee
5348,Saikat Mitra
5349,Kanika Banerjee
5350,Snehprabha Pradhan
5351,Marian Anderson
5352,Victor Sinfonietta
5353,Bellary Lalitha
5354,Roland Hayes
5355,Γιάννης Ιωαννίδης
5356,Λίζα Κουρούκλη
5357,Manuel de Falla
5358,Soolamangalam Rajalakshmi
5359,M. Balamuralikrishna
5360,Carroll Gibbons
5361,The Savoy Hotel Orpheans
5362,Albeli
5363,Gul
5364,Woody Herman
5365,AmaIia Rodriguez
5366,崔萍
5367,Members of the Philadelphia Orchestra
5368,William Steffe
5369,Ferde Grofé
5370,Binata Bose
5371,Mrs. Ghosh
5372,Maya P. Dey
5373,Charlie
5374,Macbeth the Great
5375,Shiv Dayal
5376,Bobby Tucker Singers
5377,Pierre Boulez
5378,Maffia
5379,Staffolani
5380,Benedito Lacerda
5381,Pixinguinha
5382,Ghiso
5383,Alberto Fontán Luna
5384,Lipesker
5385,Robert Russell Bennett
5386,Concert Hall Orchestra
5387,Unknown Artist
5388,William Primrose
5389,Izler Solomon
5390,Artie Shaw
5391,The Meltones
5392,EOR
5393,Roldan
5394,Aldo Campoamor
5395,Perpignan Festival Orchestra
5396,Krishnakumari Ganguly
5397,Jacob Do Bandolim
5398,Monique Nikkole
5399,Erich Wolfgang Korngold
5400,Binapani Mukherjee
5401,Mangala Tipnis
5402,Perez Prechi
5403,Ying Huang
5404,James Conlon
5405,John Georgiadis
5406,C. Ramchandra
5407,Prades Festival Orchestra
5408,Miklos Rozsa conductin the Rome Symphony Orchestra
5409,Plácido Domingo
5410,John DeMain
5411,Nadira
5412,Neena
5413,Afzal Lahori
5414,Mamlê
5415,Anjali Mukherjee
5416,Pittsburgh Symphony Orchestra
5417,Kumar Sanu
5418,Purnakumari Dasi
5419,Rajkumar
5420,Kalyanam Raghuramaiah
5421,Krishnaveni
5422,G. M. Sajan
5423,Naina
5424,Akkineni Nageswara Rao
5425,Nathan Lane
5426,Matthew Broderick
5427,Columbia Chamber Orchestra
5428,M. N. Ramachandra
5429,Pankaja Ramachandra
5430,J. K. Rakshit
5431,Véronique Flamand-Somers
5432,Mark Dawson
5433,Lois Lee
5434,Saraswati Rane
5435,Noro Morales Orquesta
5436,Suprabha Sarkar
5437,Nasir
5438,"Announcer, May 5, 1946 - Madison, WI"
5439,Anasuya Mukherjee
5440,Raymond Scott
5441,The Raymond Scott Quintette
5442,Utpala Sen
5443,Nedime Ve Munevver Birses
5444,Firoza Begum
5445,Koya
5446,Milton Katims
5447,Abraham Goldfaden
5448,Varma
5449,Sharma
5450,Aziz Khan
5451,Bill Carlisle
5452,Bluegrass Champs
5453,Byron Janis
5454,Dilip Kumar
5455,Manuel Pomian
5456,Karen Khachaturian
5457,René-Maurice Picard
5458,Ladi
5459,Adrienne Albert
5460,Robert Craft
5461,Ninu Majumdar
5462,Brooks Smith
5463,David Zahavi
5464,Buddy Banks Sextet
5465,J. S. Kashyap
5466,Asit Baran
5467,Wiener Singverein
5468,Luigi Boccherini
5469,Surinder Kaur
5470,Ram Kamlani
5471,Zoltán Kodály
5472,Bijaya Roy
5473,Lolita Garrido
5474,Coleman Hawkins
5475,Gyorgy Sandor
5476,Andre Kostelanetz & His Orchestra
5477,Pinchas Zukerman
5478,Lord Berners
5479,Victor Schertzinger
5480,Dimitri Mitropoulos
5481,Ethel Griffies
5482,Eddie Albert
5483,Frederick Delius
5484,Agustín Lara
5485,T.Kanakam
5486,Kasturi Siva Rao
5487,William Walton
5488,Edith Sitwell
5489,Frederik Prausnitz
5490,The Chamber Orchestra
5491,Bob Nelson
5492,Premlata Naik
5493,Charlie Parker Quartet
5494,Heitor Villa-Lobos
5495,Mary McCarty
5496,César Franck
5497,Tonis Maroudas
5498,Walter Cassel
5499,Isaac Albéniz
5500,Flip Phillips
5501,Geraint Jones
5502,Henry Purcell
5503,Nahum Tate
5504,Kirsten Flagstad/Elisabeth Schwarzkopf/Eilidh McNab/Arda Mandikian/Sheila Rex/Anna Pollak/Thomas Hemsley/David Lloyd/Mermaid Singers/Mermaid Orchestra/Geraint Jones
5505,Pierre Dervaux
5506,Paro Devi
5507,Little Jimmy Dickens
5508,Shelby Lynne
5509,S. D. Batish
5510,Dieter Zechlin
5511,Ευαγγελία Μαρκοπούλου
5512,Αθανάσιος Ευγενικός
5513,"Three reed-instrument players, drummer, cymbals"
5514,Maryline Garcia & Christophe da Silva
5515,Tanguturi Suryakumari
5516,Smaroula Giouli
5517,The Four Lads; Orchestra under the direction of Neal Hefti
5518,Lord Melody
5519,Ogden Nash
5520,Joe Bushkin
5521,Tasia Verra
5522,Δέσπω Κανέλλου
5523,Noel Rosa
5524,Ioanna Georgakopoulou
5525,Allauddin Khan
5526,Randy Cade
5527,Alfredo Catalani
5528,Manos Koutsaggelidis
5529,Xrisoula Vazoura
5530,Sakis Pippidis
5531,André Breton
5532,Pierre Roche
5533,Ntoua Xarma
5534,Apostolis Kaldaras
5535,J. Om Prakash
5536,New York City Ballet Orchestra
5537,Mubarak Begum
5538,Marina Papagkika
5539,Wolfgang Hellmich
5540,Jutta Vulpius
5541,MDR Leipzig Radio Chorus
5542,Dresdner Philharmonie
5543,Rudolf Neuhaus
5544,The Ravens
5545,Ioannis Tsanakas
5546,Kostas Skafidas
5547,Rundfunk-Sinfonieorchester Leipzig
5548,Hermann Abendroth
5549,Betty Comden
5550,Adolph Green
5551,On the Town Orchestra (1960)
5552,Pantelis Thalassinos
5553,Filipopoulos
5554,Savaris
5555,Toumpakaris
5556,Milan La Scala Chorus
5557,Vasilis Skaliotis
5558,Berlin Chamber Orchestra
5559,Helmut Koch
5560,Βαϊος Μαλλιάρας
5561,Mix. Thomakos
5562,N. Mosxonas
5563,Γιώργος Μπάτης
5564,Martin Ritzmann
5565,Heinz Rögner
5566,Joao Petra De Barros
5567,Stella Xaskil
5568,Takis Mpinis
5569,Σούλα Πασσαλάρη
5570,Gino Penno
5571,Edwin Fischer
5572,Trilok Kapoor
5573,Pramodini Desai
5574,Los Provincianos
5575,Dúo Las Kantutas
5576,Tukua Tauhere Teuria
5577,Brownie McGhee
5578,Francis Poulenc
5579,Ilona Steingruber
5580,Else Schurhoff
5581,Otto Wiener
5582,Wiener Akademie-Chor
5583,Wiener Symphoniker
5584,Otto Klemperer
5585,Jose Martinez
5586,Carlos Di Sarli
5587,Alberto Beltran
5588,Gaetano Riccitelli
5589,Vittorio Pandano
5590,Fred Weyrich
5591,Mel Brandt
5592,Guido Cantelli
5593,John Powell
5594,Emil Gilels
5595,Yakov Zak
5596,Daniil Shafran
5597,Karl Eliasberg
5598,USSR State Symphony Orchestra
5599,Julius Patzak
5600,Hilde Zadek
5601,Iqbal Bano
5602,Munawar Sultana
5603,Manmohan Krishna
5604,Paul Badura-Skoda
5605,Pendyala Nageswara Rao
5606,Giuseppe Campora
5607,Wilhelm Backhaus
5608,Manno Wolf-Ferrari
5609,Gustavo Gallo
5610,Renata Broilo
5611,Amalia Pini
5612,Lina Pagliughi
5613,Otakar Parik
5614,Ywan Kawaciuk
5615,Zeki Müren
5616,Ezio Achilli
5617,Giacomo Vaghi
5618,Banda Los Guamuchileños De Culiacan
5619,Jack Benny
5620,Arthur Schwartz
5621,Shirley Booth
5622,Albert Linville
5623,Gary Graffman
5624,Maria Vitale
5625,Mario Petri
5626,Santanu Roychowdhury
5627,Paul Schöffler
5628,William Wernigk
5629,Franz Bierbach
5630,Wilbur De Paris
