eventid,iyear,imonth,iday,country,country_txt,region,region_txt,city,latitude,longitude,summary,success,suicide,attacktype1,attacktype1_txt,targtype1,targtype1_txt,gname,weaptype1,weaptype1_txt,nkill,nwound
200006070005,2000,6,7,186,Sri Lanka,6,South Asia,Batticaloa,7.733107,81.68882,"06/07/2000: Kanapathipillai Navaratnarajah, a prominent Tamil Eelam Liberation Organization (TELO) member and former President of the Arayampathi Pradeshiya Sabha was shot by two men near the Education Department office in Batticaloa, Sri Lanka. The victim later died of his injuries. The Liberation Tigers of Tamil Eelam (LTTE) was suspected responsible for the incident.",1,0,1,Assassination,2,Government (General),Liberation Tigers of Tamil Eelam (LTTE),5,Firearms,1,0
200006080001,2000,6,8,167,Russia,9,Eastern Europe,Between Urus-Martan and Guekhi,43.03908,45.487556,"06/08/2000: Colonel Valery Konovalov, Deputy Commander of Russian forces on Chechnya's Western Front, was hit in the head by machine gun fire that raked his vehicle on a road linking Urus-Martan and Guekhi. Konovalov was seriously wounded but survived, whereas, his driver died in the ambush. A Federal Security Service spokesman stated that Arbi Barayev, a Chechen Field Commander, masterminded and financed the attack. A suspect from the Chechen Rebels (non-specific) was detained for the incident.",1,0,1,Assassination,3,Police,Chechen Rebels,5,Firearms,1,1
200006080002,2000,6,8,235,Yugoslavia,9,Eastern Europe,Konculj,43.873533,21.314788,"06/08/2000: A bomb planted by suspected Albanian militants wounded five Serbian police officers. The officers' vehicle hit a land mine near the village of Konculj, in Bujanovac municipality, southeast Serbia, inside the ground safety zone separating Serbia and Kosovo.",1,0,3,Bombing/Explosion,3,Police,Unknown,6,Explosives,0,5
200006080003,2000,6,8,78,Greece,8,Western Europe,Athens,37.99749,23.762728,"06/08/2000: Two men on a motorcycle shot and killed a British military attache, Brigadier Stephen Saunders, in a Athens suburb was he while driving to work at the British Embassy in Athens. Police identified the 17 November Revolutionary Organization (17N) as responsible for the attack.",1,0,1,Assassination,7,Government (Diplomatic),November 17 Revolutionary Organization (N17RO),5,Firearms,1,0
200006080004,2000,6,8,186,Sri Lanka,6,South Asia,Puliyakulam,8.973818,80.527176,"06/08/2000: Three paramilitary police were killed and four regular policemen injured when Liberation Tigers of Tamil Eelam (LTTE) militants attacked a check post in Uliyakulam, about 20 kilometers (12 miles) southwest of Vavuniya, Sri Lanka.",1,0,2,Armed Assault,3,Police,Liberation Tigers of Tamil Eelam (LTTE),5,Firearms,3,4
200006080007,2000,6,8,92,India,6,South Asia,Ongole,15.505646,80.047686,"06/08/2000: An Improvised Explosive Device (IED) exploded at the Jewitt Memorial Baptist church in Ongole, Andhra Pradesh, India. One person was injured in the incident. Christian groups held militant Hindu organizations responsible for the bombings. This is one of four church bombings in India on 06/08/2000.",1,0,3,Bombing/Explosion,15,Religious Figures/Institutions,Hindu extremists,6,Explosives,0,1
200006080008,2000,6,8,92,India,6,South Asia,Wadi,17.062432,76.981588,"06/08/2000: Two low-intensity bombs exploded outside the St Anne's Roman Catholic church in Wadi, Karnataka, India. One person was injured in the incident. Christian groups said that they held militant Hindu organizations responsible for the bombings. This is one of four church bombings in India on 06/08/2000.",1,0,3,Bombing/Explosion,15,Religious Figures/Institutions,Hindu extremists,6,Explosives,0,1
200006090001,2000,6,9,167,Russia,9,Eastern Europe,Grozny,43.320229,45.654491,"06/09/2000: Near City Hospital No 7 in Grozny, a UAZ-452 vehicle belonging to the Territorial Directorate of the Chechen Emergencies Ministry came under fire by rebels. Three epidemiological specialists of the Stavropol anti-plague team died in the shooting and a further three people were wounded. The emergencies ministry vehicle was totally burnt out. Police later arrested seven Chechen Rebe;s (non-specific) that may have been involved in the attack.",1,0,2,Armed Assault,2,Government (General),Chechen Rebels,5,Firearms,3,3
200006090002,2000,6,9,8,Angola,11,Sub-Saharan Africa,Malange,-9.546402,16.338054,06/09/2000: Six people died when National Union for the Total Independence of Angola (UNITA) allegedly attacked a heavy vehicle carrying goods on the outskirts of Malanje. The Angolan Armed Forces reacted to the attack. The assailants fired at the passengers before fleeing the area.,1,0,2,Armed Assault,20,Unknown,National Union for the Total Independence of Angola (UNITA),5,Firearms,6,
200006090003,2000,6,9,93,Indonesia,5,Southeast Asia,Cot Trieng,4.976033,96.588936,"06/09/2000: Eight days after a ceasefire was signed between the government and pro-independence rebels, suspected rebels of the Free Aceh Movement (GAM) ambushed several Indonesian police officers as they pulled down a red, black and white separatist flag in the village of Cot Trieng, 150k east of Banda Aceh. Indonesia. An officer was shot in the head and had been hospitalized in a critical condition.",0,0,2,Armed Assault,3,Police,Free Aceh Movement (GAM),5,Firearms,0,1
200006100001,2000,6,10,183,South Africa,11,Sub-Saharan Africa,Sea Point,-33.941849,18.41964,"06/10/2000: At least two people were slightly injured when a car bomb exploded outside the New York Bagel delicatessen in the popular tourist destination of Sea Point, a suburb of Cape Town, South Africa. The blast left the car a mangled wreck and the windows of the restaurant shattered. Police suspected that the militant Muslim vigilante group People Against Gangsterism and Drugs (PAGAD) was responsible for the incident.",1,0,3,Bombing/Explosion,1,Business,People Against Gangsterism and Drugs (PAGAD),6,Explosives,0,2
200006100002,2000,6,10,8,Angola,11,Sub-Saharan Africa,Miconge,-4.446342,12.892565,"06/10/2000: An armed group, allegedly belonging to the Front for the Liberation of the Cabinda Enclave (FLEC), attacked a vehicle of the National Polio Vaccination Campaign in the Miconge communal area of the Belize District, Angola. One person that was taking part in the polio vaccination campaign, Luis Filipe Gomes, was killed in the incident.",1,0,2,Armed Assault,2,Government (General),Front for the Liberation of the Enclave of Cabinda (FLEC),5,Firearms,1,0
200006100003,2000,6,10,6,Algeria,10,Middle East & North Africa,Skikda,36.87617,6.90921,"06/10/2000: Suspected Islamic militants killed four people in Algeria by cutting their throats. The attackers stopped an automobile near the port city of Skikda, 510 kilometers east of Algiers, and murdered the four occupants before setting the vehicle on fire.",1,0,2,Armed Assault,14,Private Citizens & Property,Unknown,9,Melee,4,0
200006110001,2000,6,11,167,Russia,9,Eastern Europe,Grozny,43.320229,45.654491,"06/11/2000: Four Russian soldiers were killed and at least one injured in a suicide car bombing at a military checkpoint in Grozny, Chechnya, carried out by a pro-Chechen, Russian Muslim convert.",1,1,3,Bombing/Explosion,4,Military,Chechen Rebels,6,Explosives,5,1
200006110002,2000,6,11,92,India,6,South Asia,Jalandhar,31.326015,75.576183,"06/11/2000: An Indian Christian priest, Ashish (only one name reported), was found murdered in his rented apartment in the northern Indian city of Jalandhar in Punjab state. Police officials reported that Ashish's body bore multiple stab injuries inflicted by a sharp weapon. The perpetrators were unknown.",1,0,2,Armed Assault,15,Religious Figures/Institutions,Unknown,9,Melee,1,0
200006110004,2000,6,11,1003,Kosovo,9,Eastern Europe,Kotorr,42.804699,20.739066,"06/11/2000: One ethnic Albanian men was attacked and wounded by a group of ""Serbian-speaking men"" in Kosovo.",1,0,2,Armed Assault,14,Private Citizens & Property,Unknown,5,Firearms,0,1
200006120001,2000,6,12,182,Somalia,11,Sub-Saharan Africa,Mogadishu,2.006809,45.277001,"06/12/2000: Unidentified assailants opened fire on a market in south Mogadishu, Somalia, killing at least nine people and wounding 16 others. The attackers, who were traveling in a pick-up truck with a mounted machine gun fired indiscriminately at people in the market.",1,0,2,Armed Assault,14,Private Citizens & Property,Unknown,5,Firearms,9,16
200006120003,2000,6,12,167,Russia,9,Eastern Europe,Grozny,43.320229,45.654491,"06/12/2000: A pro-Chechen, Russian Muslim convert staged the attack on a Russian military checkpoint in Grozny, Chechnya. The suicide bomber drove an explosive-packed car up to a checkpoint and set off the bomb as soldiers checked his papers. Chechen rebels claimed the attack killed six Russian soldiers, however, Russian authorities deny this figure. This is the second suicide attack carried out by Chechen rebels in the last 24 hours.",1,1,3,Bombing/Explosion,4,Military,Chechen Rebels,6,Explosives,7,0
200006120004,2000,6,12,213,Uganda,11,Sub-Saharan Africa,Gulu,2.771679,32.288421,"06/12/2000: The Kitgum Resident District Commissioner (RDC), J.B. Ochaya, was shot and seriously injured by suspected Lord's Resistance Army (LRA) rebels in an ambush on the Gulu-Kitgum road, 2km east of Gulu, Uganda. Ochaya's body guard, a Uganda People's Defense Force (UPDF) soldier, who was also injured in the attack.",0,0,1,Assassination,7,Government (Diplomatic),Lord's Resistance Army (LRA),5,Firearms,0,2
200006120005,2000,6,12,92,India,6,South Asia,Asarfi,25.096074,85.313119,"06/12/2000: At least 12 feudal landlords were massacred and their village looted in caste violence in the eastern Indian state of Bihar. Some 150 armed men, believed to be landless farmers, raided Asarfi village in Nawada district and gunned down residents in apparent revenge for the murder of five poor farm workers on June 3, 2000.",1,0,2,Armed Assault,14,Private Citizens & Property,Unknown,5,Firearms,12,3
200006130001,2000,6,13,167,Russia,9,Eastern Europe,Kulary,43.361746,45.410999,06/13/2000: Three Russian Interior Ministry servicemen were injured when an armored vehicle was bombed up by rebels on the Rostov-Baku highway in Chechnya.,1,0,3,Bombing/Explosion,2,Government (General),Unknown,6,Explosives,0,3
200006130002,2000,6,13,160,Philippines,5,Southeast Asia,Palian,6.382298,124.898278,"06/13/2000: About 100 Moro Islamic Liberation Front (MILF) guerrillas swooped down on Palian Bridge along a national highway linking the provinces of South Cotabato, 1,035 kilometers south of Manila, and Maguindanao. At least one person died.",1,0,7,Facility/Infrastructure Attack,19,Transportation,Moro Islamic Liberation Front (MILF),5,Firearms,1,
200006130004,2000,6,13,92,India,6,South Asia,Kunzer,34.084253,74.504122,"06/13/2000: Ghulam Muhammad Reshi, a block president of the Kashmir's ruling National Conference Party, and his Personal Security Officer (PSO) were killed by suspected Islamic militants in an ambush near a health resort in Kunzar-Tangmarg, 40 kilometers (25 miles) north of Srinagar, India.",1,0,1,Assassination,2,Government (General),Unknown,5,Firearms,2,0
200006140001,2000,6,14,186,Sri Lanka,6,South Asia,Wattala,6.978143,79.889327,"06/14/2000: A suicide bomber killed himself and two other people, including a cyclist who crashed into him, in an attempt to destroy a crowded air force bus in Wattala, a Colombo suburb. Twelve people were also injured in the incident. The Liberation Tigers of Tamil Eelam (LTTE) was suspected responsible for the attack.",0,1,3,Bombing/Explosion,4,Military,Liberation Tigers of Tamil Eelam (LTTE),6,Explosives,3,12
200006140002,2000,6,14,141,Nepal,6,South Asia,Junbesi,27.597801,86.547641,"06/14/2000: Three policemen were killed and three seriously injured when at least 50 Maoist insurgents attacked a police station in Junbesi village, Solukhumbu district, Nepal. The casualties on the Maoist side was not known.",1,0,3,Bombing/Explosion,3,Police,Maoists,6,Explosives,3,3
200006140003,2000,6,14,160,Philippines,5,Southeast Asia,Iganagampong,6.935982,124.450421,"06/14/2000: A military convoy led by commanding general of the Army's 6th Infantry Division Major General Gregorio Camiling was ambushed by 30 Moro Islamic Liberation Front (MILF) rebels at Iganagampong, Shariff Aguak Municipality, Philippines. General Camiling was not hurt in the incident, though two soldiers in the convoy were wounded. MILF committee on cessation of hostilities chairman Eid Kabalu admitted that his group staged the ambush in Maguindanao. He, however, noted that Mr. Camiling was not the prime target of the ambush.",1,0,2,Armed Assault,4,Military,Moro Islamic Liberation Front (MILF),5,Firearms,0,2
200006150001,2000,6,15,1003,Kosovo,9,Eastern Europe,Between Preoce and Lepina,42.678199,21.172562,"06/15/2000: Two Serbs were killed and one seriously injured when their car ran over a anti-tank landmine on the road linking Kosovo Polje and Lipljan, between the villages of Preoce and Lepina, south of Pristina, in central Kosovo. A KFOR official reported that the incident was a ""professional job"" and that Albanians were suspected responsible for the attack..",1,0,3,Bombing/Explosion,14,Private Citizens & Property,Albanian extremists,6,Explosives,2,1
200006150002,2000,6,15,167,Russia,9,Eastern Europe,Grozny,43.320229,45.654491,06/15/2000: Four Russian soldiers died and two were wounded when their vehicle hit a mine in the Chechen capital Grozny. Chechen Rebels claimed to have detonated three landmines as a Russian convoy drove up to a military post. Islamic commander Abu Shamil also claimed to have masterminded the operation.,1,0,3,Bombing/Explosion,4,Military,Chechen Rebels,6,Explosives,4,2
200006150003,2000,6,15,235,Yugoslavia,9,Eastern Europe,Budva,42.288056,18.8425,06/15/2000: Prominent Serbian opposition politician Vuk Draskovic was injured when an unknown attacker fired a shot at him at his vacation home in Budva on the Adriatic sea.,0,0,1,Assassination,2,Government (General),Unknown,5,Firearms,0,1
200006160001,2000,6,16,167,Russia,9,Eastern Europe,Urus-Martan,43.127544,45.539974,"06/16/2000: Umar Idrisov, a Muslim cleric leader, was shot and killed by attackers in his home in Urus-Martan in southwestern Chechnya, Russia. The perpetrators of the assassination were unknown.",1,0,1,Assassination,15,Religious Figures/Institutions,Unknown,5,Firearms,1,0
200006160002,2000,6,16,1003,Kosovo,9,Eastern Europe,Peje,42.61201,20.364962,"06/16/2000: Halil Dreshaj, a senior official of the Democratic League of Kosovo, was shot dead and his father was injured by unknown gunmen near Pec, Kosovo.",1,0,1,Assassination,2,Government (General),Unknown,5,Firearms,1,1
200006160003,2000,6,16,6,Algeria,10,Middle East & North Africa,Tamda,36.71143,4.196908,"06/17/2000: Armed members of the Salafist Group for Preaching and Fighting (GSPC) killed a policeman at a bar near Tamda, Algeria. Two others were wounded in the incident as well.",1,0,2,Armed Assault,3,Police,Salafist Group for Preaching and Fighting (GSPC),5,Firearms,1,2
200006160005,2000,6,16,6,Algeria,10,Middle East & North Africa,Mascara,35.391899,0.138188,"6/16/2000: Suspected members of the Armed Islamic Group (GIA) detonated a bomb in a crowded market in Mascara, Algeria.  Thirteen Algerian civilians were killed and forty-two others were wounded.",1,0,3,Bombing/Explosion,14,Private Citizens & Property,Armed Islamic Group (GIA),6,Explosives,13,42
200006170002,2000,6,17,167,Russia,9,Eastern Europe,Grozny,43.320229,45.654491,"06/17/2000: A policeman was killed and two injured when unknown perpetrators in an unidentified speeding car attacked a checkpoint in Grozny, Russia. A bystander was  injured in the attack as well.",1,0,2,Armed Assault,3,Police,Unknown,5,Firearms,1,3
200006180001,2000,6,18,186,Sri Lanka,6,South Asia,Ampara District,7.301756,81.67473,06/18/2000: A remote control bomb exploded in eastern Sri Lanka killing a local Police Chief and wounding two others on the roadside in the Ampara District of Sri Lanka. Police suspected that the Liberation Tigers of Tamil Eelam (LTTE) were behind the attack.,1,0,3,Bombing/Explosion,3,Police,Liberation Tigers of Tamil Eelam (LTTE),6,Explosives,1,2
200006180002,2000,6,18,93,Indonesia,5,Southeast Asia,Blang Karieng,5.200792,97.014849,"06/18/2000: A police truck in Aceh Province, Indonesia was ambushed by armed gunmen believed to be separatist rebels as it traveled between Blang Karieng and Krueng Geukeuh. Three policemen were lightly injured in the attack.",1,0,2,Armed Assault,3,Police,Unknown,5,Firearms,0,3
200006190001,2000,6,19,45,Colombia,3,South America,Medellin,6.242026,-75.564766,"06/19/2000: Between six and ten armed gunmen kidnapped the politician, Guillermo Leon Valencia, the brother of one of the Colombian government’s lead negotiators, after a high-speed car chase and gunfight with his bodyguards in Medellin, Colombia. The group behind the kidnapping was not known.",1,0,6,Hostage Taking (Kidnapping),2,Government (General),United Self Defense Units of Colombia (AUC),5,Firearms,1,0
200006200001,2000,6,20,1003,Kosovo,9,Eastern Europe,Pristina,42.672421,21.164539,"06/20/2000: Two Kosovo Serbs were injured in a drive-by shooting in the center of Pristina, Kosovo by unknown assailants.",1,0,2,Armed Assault,14,Private Citizens & Property,Unknown,5,Firearms,0,2
200006200002,2000,6,20,95,Iraq,10,Middle East & North Africa,Arbil,36.192589,44.004623,"06/20/2000: A bomb exploded behind the Sheik Muhi al-Din Mosque injuring one civilian in Arbil, Iraq.",1,0,3,Bombing/Explosion,15,Religious Figures/Institutions,Unknown,6,Explosives,0,1
200006210001,2000,6,21,603,United Kingdom,8,Western Europe,Belfast,54.607712,-5.95621,"06/21/2000: A bomb exploded at the back of a terrace house in the predominately Catholic Balymurphy district in Belfast, Northern Ireland. The blast injured a Catholic man and his son. The Protestant loyalists, the Ulster Freedom Fighters were suspected to be connected with the attack.",1,0,3,Bombing/Explosion,14,Private Citizens & Property,Ulster Volunteer Force (UVF),6,Explosives,0,2
200006210002,2000,6,21,603,United Kingdom,8,Western Europe,Londonderry,55.011562,-7.312045,"06/21/2000: A Catholic man was attacked by eight masked men in Londonderry, Belfast in Northern Ireland. The attackers broke his arms and legs with iron bars. Although the assailants were unknown, the attack occurred after Protestant militants threatened to end a ceasefire.",1,0,8,Unarmed Assault,14,Private Citizens & Property,Unknown,9,Melee,0,1
200006230005,2000,5,25,45,Colombia,3,South America,Bogota,4.667128,-74.106056,"5/25/2000: Jineth Bedoya, a reporter for El Espectador, was abducted from Modelo National Prison in Bogota, Colombia, while trying to conduct an interview with an inmate.  Bedoya had been receiving threats from a group of inmates linked to right-wing paramilitary forces.  While trying to meet with one for an interview, she was abducted, bound and drugged, and driven to a city several hours away.  She was beaten, raped, and tortured by four male assailants who accused her of sympathizing with guerrillas.  The assailants told her that she and four other journalists were on a death list.  They released her later that same evening near the city of Villavicencio.",1,0,6,Hostage Taking (Kidnapping),10,Journalists & Media,Unknown,5,Firearms,0,1
200006250001,2000,6,25,6,Algeria,10,Middle East & North Africa,Ismael,35.152853,-1.091606,"06/25/2000: An armed group attacked a mercury factory in Ismael, Algeria, killing one and setting fire to several lorries and pieces of equipment. The perpetrators were thought to have belonged to the Salafist Group for Preaching and Fighting (GSPC).",1,0,2,Armed Assault,1,Business,Salafist Group for Preaching and Fighting (GSPC),8,Incendiary,1,0
200006250002,2000,6,25,6,Algeria,10,Middle East & North Africa,Bougara,36.54178,3.081,"06/25/2000: The Armed Islamic Group (GIA) attacked a quarry in Bouzerra, Algeria, killing one guard and setting five lorries on fire.",1,0,7,Facility/Infrastructure Attack,1,Business,Armed Islamic Group (GIA),8,Incendiary,1,0
200006250003,2000,6,25,92,India,6,South Asia,Lengdenpokse,24.663717,93.906269,"06/25/2000: Nine people were killed and two injured when unknown assailants fired on their vehicle in Lengdenpokse, India. No group claimed responsibility for the attack.",1,0,2,Armed Assault,14,Private Citizens & Property,Unknown,5,Firearms,9,2
200006250005,2000,6,25,1003,Kosovo,9,Eastern Europe,Kosovo Polje,42.629326,21.101316,"06/25/2000: A Serb man, Kica Milanovic, was killed and another injured when an unidentified attacker fired at their car in Kosovo Polje, Kosovo from an alley.",1,0,2,Armed Assault,14,Private Citizens & Property,Unknown,5,Firearms,1,1
200006250006,2000,6,25,185,Spain,8,Western Europe,Getxo,43.344167,-3.006389,"6/25/2000: Individuals claiming to be from the Basque Fatherland and Freedom (ETA) detonated a car bomb in the Las Arenas quarter of Getxo, in the northern Basque region, Spain.  Police received a tip from the assailants in advance of the explosion and managed to close off the street before the explosion.  At least four people were injured in the attack and the street and surrounding cars suffered damage.  Sources believed that the attack was intended to intimidate business people living in the area to pay a ransom or ""revolutionary tax"" to the ETA.  It is possible the assailants were targeting one family, the Delclaux, who had failed to pay full ransom for their son.",1,0,3,Bombing/Explosion,14,Private Citizens & Property,Basque Fatherland and Freedom (ETA),6,Explosives,0,4
200006250007,2000,6,25,92,India,6,South Asia,Guntur,16.301849,80.436592,"6/25/2000: An improvised explosive device (IED) detonated in the Markas Mosque in the town of Guntur, India.  The bomb had been left in a black bag inside the building and exploded shortly after evening prayers.  At least one person was injured in the attack and the mosque suffered minor damage.  No one claimed responsibility for the attack.",1,0,3,Bombing/Explosion,15,Religious Figures/Institutions,Unknown,6,Explosives,0,1
200006260002,2000,6,26,186,Sri Lanka,6,South Asia,Jaffna,9.666399,80.020477,"06/26/2000: Tamil rebels carried out a suicide attack by ramming a power boat into a food supply ship off of the coast of Jaffna, Sri Lanka, killing sixteen people.",1,1,3,Bombing/Explosion,4,Military,Liberation Tigers of Tamil Eelam (LTTE),6,Explosives,16,
200006260003,2000,6,26,160,Philippines,5,Southeast Asia,Matanog,7.46916,124.259215,"06/26/2000: Five soldiers were wounded in Matanog, Maguindanao in the southern Philippines when Islamic militants fired mortars, rocket-propelled grenades, and .50 caliber machine guns at a Philippine Marine Brigade attempting to rebuild a mosque. The mosque was damaged in the attack as well.",1,0,2,Armed Assault,4,Military,Unknown,5,Firearms,0,5
200006260004,2000,6,26,1003,Kosovo,9,Eastern Europe,Obilic,42.689047,21.063924,"06/26/2000: An explosive device was thrown by an unknown assailant at a Serbian house in Obilic, Kosovo. One person was injured in the attack.",1,0,3,Bombing/Explosion,14,Private Citizens & Property,Unknown,6,Explosives,0,1
200006260005,2000,6,26,1003,Kosovo,9,Eastern Europe,Pristina,42.672421,21.164539,"06/26/2000: An explosive device was thrown at house of a middle-aged Serbian woman in Pristina, Kosovo. One woman was injured in the attack.",1,0,3,Bombing/Explosion,14,Private Citizens & Property,Unknown,6,Explosives,0,1
200006260006,2000,6,26,1003,Kosovo,9,Eastern Europe,Prizren,42.21246,20.724166,"06/26/2000: A bomb exploded outside a Prizren shop below a United Nations police officer's residence, slightly injuring the police officer and destroying the shop. The perpetrators of this incident were unknown.",1,0,3,Bombing/Explosion,7,Government (Diplomatic),Unknown,6,Explosives,0,1
200006270001,2000,6,27,160,Philippines,5,Southeast Asia,Unknown,17.126104,122.008131,"06/27/2000: Suspected leftist rebels in Isabela province, Philippines, killed fourteen people, including Colonel Josefino Manayao of the fifth Infantry Division’s 502nd Infantry Brigade.",1,0,2,Armed Assault,4,Military,Unknown,5,Firearms,14,
200006270003,2000,6,27,1003,Kosovo,9,Eastern Europe,Gjilan,42.460434,21.469323,06/27/2000: A Kosovo Forces (KFOR) US soldier was wounded slightly in a grenade attack that missed its target at a checkpoint in the ethnically-mixed town of Gnijilane in southeastern Kosovo. No group claimed responsibility for the attack.,1,0,3,Bombing/Explosion,4,Military,Unknown,6,Explosives,0,1
200006280001,2000,6,28,92,India,6,South Asia,Srinagar,34.08374,74.789902,"06/28/2000: Militants fired nine rifle grenades towards the Civil Secretariat of Kashmir, Chief Minister Farooq Abdullah, in Srinagar, India. Four people were injured in the attack and two vehicles were damaged. Chief Minister Farooq Abdullah was not hit by the grenades. No group claimed responsibility for the attack.",0,0,3,Bombing/Explosion,2,Government (General),Unknown,6,Explosives,0,4
200006280002,2000,6,28,95,Iraq,10,Middle East & North Africa,Unknown,,,"06/28/2000: Fowad Hussein Haydar ran into the headquarters of the United Nations Food and Agriculture Organization (FAO) in Iraq. He shot and killed two FAO workers, injured seven others and threatened to blow up the building. Haydar demanded compensation for Iraqi victims of UN sanctions, resumption of flights between Baghdad and Amman, Jordan, an end to the U.S.-UK air strikes and a statue outside UN headquarters in memory of Iraqi children who have died because of the sanctions. He surrendered two and half hours after the beginning of the attack.",1,0,2,Armed Assault,7,Government (Diplomatic),Unknown,5,Firearms,2,7
200007010001,2000,7,1,45,Colombia,3,South America,Bogota,4.667128,-74.106056,"07/01/2000: Suspected members of the Fuerzas Armadas Revolucionarias de Colombia (FARC), launched two homemade rockets at a police station in Bogota, Colombia, killing one person and wounding thirty.",1,0,3,Bombing/Explosion,3,Police,Revolutionary Armed Forces of Colombia (FARC),6,Explosives,1,30
200007010002,2000,7,1,167,Russia,9,Eastern Europe,Shelkovskaya,43.5098,46.3339,"07/01/2000: Three Russian policemen were killed when their car drove over a homemade landmine at the entrance to a shooting range in the district of Shelkovskaya, Chechnya, Russia. Chechen rebels were suspected of perpetrating this attack.",1,0,3,Bombing/Explosion,3,Police,Chechen Rebels,6,Explosives,3,0
200007010006,2000,6,17,177,Sierra Leone,11,Sub-Saharan Africa,Yiraia,9.10075,-10.957888,"6/17/2000:  Members of the Civil Defense Force (CDF) militia, also known  as the government-allied Kamajors or Donzos, attacked the village of Yiraia, in Northern province, Sierra Leone.  At least 21 villagers were killed in the attack and several house were set on fire or destroyed with rocket-propelled grenades.  A CDF commander admitted to the attack, while CDF leaders denied responsibility.  The village was the home of a prominent member of the Revolutionary United Front (RUF); the CDF and the RUF were engaged in a series of retaliatory attacks.",1,0,2,Armed Assault,14,Private Citizens & Property,Civil Defense Force (CDF),6,Explosives,21,
200007020001,2000,7,2,167,Russia,9,Eastern Europe,Argun,43.3,45.866667,"07/02/2000: At least 50 Russian servicemen were killed and 81 were wounded by a suicide truck bomb outside of a dormitory housing Russian troops and special police units in Argun, Chechnya, Russia. Chechen rebels claimed responsibility for the incident in a call after the attack.",1,1,3,Bombing/Explosion,4,Military,Chechen Rebels,6,Explosives,50,81
200007020002,2000,7,2,167,Russia,9,Eastern Europe,Gudermes,43.35,46.1,"07/02/2000: Two Russian servicemen and eight civilians were killed in two separate truck bomb suicide attacks in Gudermes, Chechnya. Chechen rebels claimed responsibility for this incident in a call after the attack.",1,1,3,Bombing/Explosion,4,Military,Chechen Rebels,6,Explosives,6,0
200007020003,2000,7,2,167,Russia,9,Eastern Europe,Gudermes,43.35,46.1,"07/02/2000: Two Russian servicemen and eight civilians were killed in two separate truck bomb suicide attacks in Gudermes, Chechnya. In one of the attacks, three additional soldiers were killed in a gun battle with rebels following one of the bombings in Gudermes, Chechnya. Chechen rebels claimed responsibility for this incident in a call after the attack.",1,1,3,Bombing/Explosion,4,Military,Chechen Rebels,6,Explosives,9,0
200007020004,2000,7,2,167,Russia,9,Eastern Europe,Urus-Martan,43.127544,45.539974,"07/02/2000: Two Russian soldiers were killed in Urus-Martan, Chechnya, Russia, when a truck filled with explosives tried to break through the defenses of a military building. Chechen rebels claimed responsibility for the incident in a call after the attack.",1,1,3,Bombing/Explosion,4,Military,Chechen Rebels,6,Explosives,2,0
200007020005,2000,7,2,167,Russia,9,Eastern Europe,Oyskhara,43.2572,46.243,"07/02/2000: Three people were killed and 20 were wounded in a suicide truck-bombing in Novogrozny, Chechnya, Russia. The perpetrator was attempting to target a Russian military installation at the time. Chechen rebels claimed responsibility for the incident in a call after the attack.",1,1,3,Bombing/Explosion,4,Military,Chechen Rebels,6,Explosives,4,20
200007020007,2000,7,2,93,Indonesia,5,Southeast Asia,Lhokesumawe,5.183798,97.141575,"07/02/2000: Four police officers were killed and five injured by grenade attack in Aceh, Indonesia, allegedly by the Free Aceh Movement (GAM). The attack occurred 30 kilometers southeast of Lhokesumawe.",1,0,3,Bombing/Explosion,3,Police,Free Aceh Movement (GAM),6,Explosives,4,5
200007030001,2000,7,3,183,South Africa,11,Sub-Saharan Africa,Khayelitsha,-34.040083,18.677805,"07/03/2000: A woman was killed and eleven were injured when unknown gunmen attacked a Golden Arrow bus in Khayelitsha, Western Cape Province, South Africa.",1,0,2,Armed Assault,19,Transportation,Unknown,5,Firearms,1,11
200007040002,2000,7,4,160,Philippines,5,Southeast Asia,Victoria,13.173328,121.277093,"07/04/2000: Ten km from Victoria Town, leftist rebels of the New People's Army (NPA) attacked a police convoy that was en route to investigate an assassination. Eight policemen and two civilians were killed and five policemen were wounded in the attack.",1,0,2,Armed Assault,3,Police,New People's Army (NPA),5,Firearms,10,5
200007040003,2000,7,4,6,Algeria,10,Middle East & North Africa,Marionette,,,"07/04/2000: Nine villagers killed by unknown assailants who beat them with axes and later cut their throats in Marionette, Topaz Province.",1,0,2,Armed Assault,14,Private Citizens & Property,Unknown,9,Melee,9,0
200007050003,2000,7,5,603,United Kingdom,8,Western Europe,Drumcree,54.433004,-6.457249,"07/05/2000:  Officers in the Royal Ulster Constabulary were squirted with acid caustics in Drumcree, Northern Ireland.  Seven people were injured in the attack.",1,0,8,Unarmed Assault,3,Police,Unknown,2,Chemical,0,7
200007050004,2000,7,5,186,Sri Lanka,6,South Asia,Colombo,6.890684,79.897186,"7/5/2000: A bomb exploded in Gangodawila Magistrate's court in Nugegoda, a suburb of Colombo, Sri Lanka.  One person was killed and at least six more were injured in the attack. 18 of the 30 defendants who were waiting to have their cases heard escaped during the incident.  Authorities believe that the attack may have been inter-gang rivalry, given that a well-known hitman was going before the court that day.",1,0,3,Bombing/Explosion,14,Private Citizens & Property,Unknown,6,Explosives,1,6
